,actor_is_bot,business,operation_type,user_agent,user_id,pull_request_id,workflow_id,server_id,integration_id,hook_id,alert_id,event_hour,event_dayofweek,event_month,is_weekend,actor_event_count,actor_bot_ratio,actor_active_days,is_bot_binary,is_high_activity_actor,is_weekend_event,actor_is_bot_scaled
actor_is_bot,1.0,0.38287554270861796,0.03858156713236586,-0.024220492355875763,-0.009342805418324648,0.0015726834850328742,0.05707649912763092,0.1883511687100542,-0.061237379167782324,0.04171944459139146,0.045002624060830776,-0.016707983480459373,-0.040606174594327964,0.14506481164832766,0.0005575455935491332,-0.08757555450471778,1.0,-0.08757555450471778,1.0,-0.040458556272819135,0.0005575455935491332,1.0000000000000013
business,0.38287554270861796,1.0,-0.12134326685104745,0.05101041622740322,0.04240301798081526,0.03422720674011011,-0.1087857656798362,0.5038900088408944,0.15291036277161998,0.03339925258684146,0.004893514683474139,0.004805287137847287,-0.0656041014660057,0.10704613235850854,-0.053501459759873846,0.052599880254046334,0.3828755427086178,0.052599880254046334,0.3828755427086178,0.05258701296416024,-0.053501459759873846,0.3828755427086178
operation_type,0.03858156713236586,-0.12134326685104745,1.0,-0.25481617739291434,-0.040580362063351666,-0.03888560857219294,-0.016100839486490885,-0.04695639082082663,-0.04286891076679569,-0.015275566887040003,0.005379990775031167,-0.00695093627329247,0.05058951458857759,-0.08393323204325585,0.05483579112724557,-0.1271605805369787,0.03858156713236585,-0.1271605805369787,0.03858156713236585,0.0435547435215059,0.05483579112724557,0.03858156713236587
user_agent,-0.024220492355875763,0.05101041622740322,-0.25481617739291434,1.0,-0.13137943881620634,-0.11477458997061002,0.3022143619335937,0.08718850747048318,-6.649268844181537e-05,-4.1112676166215706e-05,-0.1390365266274419,-0.02685297491336083,0.07960926373983863,0.02804323371396103,0.06462014875786536,0.34323927265788057,-0.024220492355875783,0.34323927265788057,-0.024220492355875783,0.0383813128815398,0.06462014875786536,-0.02422049235587572
user_id,-0.009342805418324648,0.04240301798081526,-0.040580362063351666,-0.13137943881620634,1.0,0.1454424179069749,-0.08188782832745663,0.13218944277359623,-0.008008163164594136,0.0114412883584057,0.0045846911214300155,-0.0022389972016452256,-0.031147942543949536,0.09768118028027055,-0.004361739301378012,0.11938706560610339,-0.009342805418324648,0.11938706560610339,-0.009342805418324648,-0.01694165077373982,-0.004361739301378012,-0.00934280541832465
pull_request_id,0.0015726834850328742,0.03422720674011011,-0.03888560857219294,-0.11477458997061002,0.1454424179069749,1.0,-0.028660804892733475,-0.04195375327277679,-0.033881897081426304,-0.020949302776845008,-0.02259794219305535,-0.015183214988294502,0.030768081359040578,-0.14042823410565516,0.05044546111831774,0.043285275333729584,0.001572683485032865,0.043285275333729584,0.001572683485032865,-0.04101155389210801,0.05044546111831774,0.001572683485032869
workflow_id,0.05707649912763092,-0.1087857656798362,-0.016100839486490885,0.3022143619335937,-0.08188782832745663,-0.028660804892733475,1.0,-0.07587585514936011,-0.02152727997522209,-0.01331039714450161,-0.014357880471826037,-0.02009104147902075,-0.06184556514416763,-0.052231570365922415,-0.09758111768983035,0.022835656271372528,0.05707649912763092,0.022835656271372528,0.05707649912763092,-0.07628033263608278,-0.09758111768983035,0.05707649912763095
server_id,0.1883511687100542,0.5038900088408944,-0.04695639082082663,0.08718850747048318,0.13218944277359623,-0.04195375327277679,-0.07587585514936011,1.0,0.2004931445646194,0.052999710032922184,-0.05982519314900941,0.0887399711669598,-0.03598463761532275,0.04160226545331674,0.0077491396192623406,0.12196706555177486,0.1883511687100542,0.12196706555177486,0.1883511687100542,0.05994505902296759,0.0077491396192623406,0.18835116871005395
integration_id,-0.061237379167782324,0.15291036277161998,-0.04286891076679569,-6.649268844181537e-05,-0.008008163164594136,-0.033881897081426304,-0.02152727997522209,0.2004931445646194,1.0,0.19288724840215338,-0.016973432193356078,0.10237655812658523,0.011296261888252423,0.026546929604515008,0.036197026166490336,0.04236603324197265,-0.061237379167782366,0.04236603324197265,-0.061237379167782366,0.0864291933888595,0.036197026166490336,-0.06123737916778234
hook_id,0.04171944459139146,0.03339925258684146,-0.015275566887040003,-4.1112676166215706e-05,0.0114412883584057,-0.020949302776845008,-0.01331039714450161,0.052999710032922184,0.19288724840215338,1.0,-0.01049473615147202,0.09839959232843441,-0.03141491692428058,0.1031670349780837,-0.03913288190761814,0.016746786988209535,0.04171944459139147,0.016746786988209535,0.04171944459139147,-0.012435973457410637,-0.03913288190761814,0.041719444591391555
alert_id,0.045002624060830776,0.004893514683474139,0.005379990775031167,-0.1390365266274419,0.0045846911214300155,-0.02259794219305535,-0.014357880471826037,-0.05982519314900941,-0.016973432193356078,-0.01049473615147202,1.0,-0.05560980214522346,-0.009415484931403852,-0.013304888004776215,-0.03366512376851158,-0.38908720948048986,0.04500262406083073,-0.38908720948048986,0.04500262406083073,-0.05685401228644215,-0.03366512376851158,0.045002624060830755
event_hour,-0.016707983480459373,0.004805287137847287,-0.00695093627329247,-0.02685297491336083,-0.0022389972016452256,-0.015183214988294502,-0.02009104147902075,0.0887399711669598,0.10237655812658523,0.09839959232843441,-0.05560980214522346,1.0,-0.2225873046192779,0.17131321705350078,-0.18094253309494762,0.014670989790640923,-0.016707983480459373,0.014670989790640923,-0.016707983480459373,-0.07260530065639854,-0.18094253309494762,-0.016707983480459414
event_dayofweek,-0.040606174594327964,-0.0656041014660057,0.05058951458857759,0.07960926373983863,-0.031147942543949536,0.030768081359040578,-0.06184556514416763,-0.03598463761532275,0.011296261888252423,-0.03141491692428058,-0.009415484931403852,-0.2225873046192779,1.0,-0.31366498551102817,0.7922195029439668,-0.05628039497392025,-0.04060617459432796,-0.05628039497392025,-0.04060617459432796,0.04295362810018722,0.7922195029439668,-0.04060617459432799
event_month,0.14506481164832766,0.10704613235850854,-0.08393323204325585,0.02804323371396103,0.09768118028027055,-0.14042823410565516,-0.052231570365922415,0.04160226545331674,0.026546929604515008,0.1031670349780837,-0.013304888004776215,0.17131321705350078,-0.31366498551102817,1.0,-0.19665555368535123,0.03106785245877542,0.14506481164832766,0.03106785245877542,0.14506481164832766,0.04385702002103636,-0.19665555368535123,0.14506481164832763
is_weekend,0.0005575455935491332,-0.053501459759873846,0.05483579112724557,0.06462014875786536,-0.004361739301378012,0.05044546111831774,-0.09758111768983035,0.0077491396192623406,0.036197026166490336,-0.03913288190761814,-0.03366512376851158,-0.18094253309494762,0.7922195029439668,-0.19665555368535123,1.0,-0.018801520329774345,0.000557545593549133,-0.018801520329774345,0.000557545593549133,0.018902695102987276,1.0,0.0005575455935491329
