PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
-1.0937908951436168,-0.7845229889184033,0.16810112437350275,0.5577241310645521,1.2235974831462708,0.4343678346482713,0.2644542173636164,0.948589856796414,-1.148476147259635,2.087187399544297
-0.9577505351128567,-0.6032590004371834,-0.11941489316710086,0.7040671755491011,1.2707759152868752,0.138717411045876,-0.34750231274698823,1.1937583252603212,-0.13674270550870224,0.7199899372247829
-1.1091268867204127,1.069200038152686,-0.7085476247053678,-2.130426433872203,-1.9199817238801131,0.13980696965430095,-1.5911610053042218,-2.3340182165049232,0.5441387532592827,0.3492079263401857
-1.2940750329904396,-0.3032333817683566,0.23927935670511688,0.7110091714522608,-0.013453280391574365,1.147084038848958,0.11001174206473069,1.237483064036,-7.542566882702067,-2.6202185095245323
-1.0945116515603988,-1.636342072788966,-2.1301621878065853,1.1620344188120002,0.14288799066774494,0.17339855206610372,0.488456982351932,-0.36716139474160386,0.9815870788564409,-0.8384772574590016
-2.016130409865981,-1.8843987383964138,3.7245555660904697,-0.46099915073719855,0.8340289769178542,0.6710229126860948,-0.21688887842053586,-0.2690072880873077,0.3245883839543625,0.8646055565903256
-2.040274715553958,-1.2985019521971313,3.5452311811212374,-0.1358774930903762,-0.07025070930486867,0.5250536368480234,0.345206040619484,-0.810257298787625,0.5499925230159558,0.6587279428429211
-1.7897500129141442,-0.1383663924024158,-0.27588318518228183,-0.43732167795998467,-1.0448806066394067,1.2761948044604678,0.19681360707776313,-1.087550081849935,-0.5292253728780235,1.5790597570486793
-1.4009726709355463,-0.2853316778660917,-0.09010653880015504,0.5653517342115589,0.3071046228455155,0.5565920346162285,0.34102632882879796,0.29577348319954244,-0.17725985957111234,1.0599609842807338
-1.2652851165274328,-0.05965033772442914,-1.1635900628663132,-1.92264157669901,0.09714129858378058,0.8663157819879159,-1.6052024723412004,-1.2556242546666283,0.9888087649802156,0.09469244820083798
-1.6421217361387914,-1.1076627979835265,3.636054064084209,-1.2583672292737271,0.851225455192094,-2.016924264649535,2.8371318763055733,0.17982140497016427,-0.1223010226742986,-0.21664613924465634
0.49434111474563597,0.16494886340143988,0.012420490631219595,1.1804680231552322,-0.53584072488249,-1.633585250694751,-0.6435487459481479,1.791039627253437,-0.8415325634046017,-0.09447414844031168
-0.7852319438938249,0.38185398364760426,0.1246339330974943,-1.7609422098707248,-1.2191497936029598,-0.19585508710674848,-2.159814029615485,-1.100023523515677,-0.66507925922424,1.0980828339401747
0.35007256428870775,0.13556804638151454,-1.272620888551174,1.0795994367035557,1.1918124272363695,-1.0409839620723969,-1.1582484777829543,1.662565337195652,-0.5342818064942456,0.41601638586756556
-1.8314884702669085,5.187923530600699,0.04484544276812035,0.9358266419086253,3.2308502219653694,2.6441025797968325,0.3615937445965167,-0.6899952786750383,0.23452435621568377,0.730442235249442
-1.1832000531345979,-0.08917728088002443,-0.7069617612398333,0.48032392472046975,0.43936509754288505,0.40008662425947655,0.8020956609154012,-0.13943057476852513,0.6308978079269071,0.6196454445039675
-1.1153610900182789,-0.0769074791041617,3.4446974481101345,0.8098445119640157,-0.756384093420982,-0.9692147949879176,0.6918667821537577,-0.619574793067138,0.09353971560423972,0.7347374518541989
-1.8221768890405583,-0.8600774342316746,0.7574446574728754,-0.6471445446247112,-0.19037176007665893,1.3261543050659397,-0.17450829444011814,-0.480907318396662,-1.3805051345440928,2.4388693277258815
-1.8095792747541501,-1.5251520481179195,3.6076765172097307,-2.3867881655520566,-0.9384384179043451,0.26742873860375077,-1.9670204783377765,-0.8892432558966863,1.3346229251980064,-1.1463984947607535
-0.2130451690474458,0.8504645621797047,-0.4783853997540328,1.045115268715815,-0.7364973377839332,-1.0461205712588304,-0.08197050218247308,0.21123971278268117,-0.21439176987567854,0.46773483727400383
